"Year Month","State","Industry","Suspicious Activity","Regulator","Relationship","Product","Instrument","Count"
"2017 ","New York","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","[Total]","1"
"2017 ","New York","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","[Total]","[Total]","1"
"2017 ","New York","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","[Total]","[Total]","[Total]","1"
"2017 ","New York","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","[Total]","[Total]","[Total]","[Total]","1"
"2017 ","New York","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","Insurance/Annuity Products","Funds Transfer","2"
"2017 ","New York","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","Insurance/Annuity Products","Other","2"
"2017 ","New York","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","1"
"2017 ","New York","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","Insurance/Annuity Products","[Total]","5"
"2017 ","New York","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","[Total]","[Total]","5"
"2017 ","New York","Insurance Company","Suspicious Termination of Policy or Contract","IRS","[Total]","[Total]","[Total]","5"
"2017 ","New York","Insurance Company","Suspicious Termination of Policy or Contract","[Total]","[Total]","[Total]","[Total]","5"
"2017 ","New York","Insurance Company","[Total]","[Total]","[Total]","[Total]","[Total]","10"
"2017 ","Ohio","Insurance Company","Excessive Insurance","IRS","Customer","Insurance/Annuity Products","U.S. Currency","1"
"2017 ","Ohio","Insurance Company","Excessive Insurance","IRS","Customer","Insurance/Annuity Products","[Total]","1"
"2017 ","Ohio","Insurance Company","Excessive Insurance","IRS","Customer","[Total]","[Total]","1"
"2017 ","Ohio","Insurance Company","Excessive Insurance","IRS","[Total]","[Total]","[Total]","1"
"2017 ","Ohio","Insurance Company","Excessive Insurance","[Total]","[Total]","[Total]","[Total]","1"
"2017 ","Ohio","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Agent","Insurance/Annuity Products","Funds Transfer","8"
"2017 ","Ohio","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Agent","Insurance/Annuity Products","Other","8"
"2017 ","Ohio","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Agent","Insurance/Annuity Products","[Total]","16"
"2017 ","Ohio","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Agent","[Total]","[Total]","16"
"2017 ","Ohio","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Funds Transfer","4"
"2017 ","Ohio","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Other","4"
"2017 ","Ohio","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","2"
"2017 ","Ohio","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","U.S. Currency","1"
"2017 ","Ohio","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","[Total]","11"
"2017 ","Ohio","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","[Total]","[Total]","11"
"2017 ","Ohio","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","No Relationship to Institution","Insurance/Annuity Products","Funds Transfer","2"
"2017 ","Ohio","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","No Relationship to Institution","Insurance/Annuity Products","[Total]","2"
"2017 ","Ohio","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","No Relationship to Institution","[Total]","[Total]","2"
"2017 ","Ohio","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","[Total]","[Total]","[Total]","29"
"2017 ","Ohio","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","[Total]","[Total]","[Total]","[Total]","29"
"2017 ","Ohio","Insurance Company","Other Insurance","IRS","Agent","Insurance/Annuity Products","Bank/Cashier's Check","1"
"2017 ","Ohio","Insurance Company","Other Insurance","IRS","Agent","Insurance/Annuity Products","Funds Transfer","11"
"2017 ","Ohio","Insurance Company","Other Insurance","IRS","Agent","Insurance/Annuity Products","Other","8"
"2017 ","Ohio","Insurance Company","Other Insurance","IRS","Agent","Insurance/Annuity Products","Personal/Business Check","3"
"2017 ","Ohio","Insurance Company","Other Insurance","IRS","Agent","Insurance/Annuity Products","[Total]","23"
"2017 ","Ohio","Insurance Company","Other Insurance","IRS","Agent","[Total]","[Total]","23"
"2017 ","Ohio","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","Bank/Cashier's Check","2"
"2017 ","Ohio","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","Funds Transfer","8"
"2017 ","Ohio","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","Other","4"
"2017 ","Ohio","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","2"
"2017 ","Ohio","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","[Total]","16"
"2017 ","Ohio","Insurance Company","Other Insurance","IRS","Customer","[Total]","[Total]","16"
"2017 ","Ohio","Insurance Company","Other Insurance","IRS","Other","Insurance/Annuity Products","Bank/Cashier's Check","2"
"2017 ","Ohio","Insurance Company","Other Insurance","IRS","Other","Insurance/Annuity Products","Personal/Business Check","1"
"2017 ","Ohio","Insurance Company","Other Insurance","IRS","Other","Insurance/Annuity Products","[Total]","3"
"2017 ","Ohio","Insurance Company","Other Insurance","IRS","Other","[Total]","[Total]","3"
"2017 ","Ohio","Insurance Company","Other Insurance","IRS","[Total]","[Total]","[Total]","42"
"2017 ","Ohio","Insurance Company","Other Insurance","[Total]","[Total]","[Total]","[Total]","42"
"2017 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","Credit Card","Funds Transfer","1"
"2017 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","Credit Card","Other","1"
"2017 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","Credit Card","[Total]","2"
"2017 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","Insurance/Annuity Products","Funds Transfer","2"
"2017 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","Insurance/Annuity Products","Other","1"
"2017 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","Insurance/Annuity Products","[Total]","3"
"2017 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","Prepaid Access","Funds Transfer","1"
"2017 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","Prepaid Access","[Total]","1"
"2017 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","[Total]","[Total]","6"
"2017 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Credit Card","Funds Transfer","2"
"2017 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Credit Card","Other","1"
"2017 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Credit Card","[Total]","3"
"2017 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Bank/Cashier's Check","1"
"2017 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Funds Transfer","7"
"2017 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Other","1"
"2017 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","1"
"2017 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","[Total]","10"
"2017 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Prepaid Access","Funds Transfer","2"
"2017 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Prepaid Access","[Total]","2"
"2017 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","[Total]","[Total]","15"
"2017 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","Credit Card","Funds Transfer","1"
"2017 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","Credit Card","[Total]","1"
"2017 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","Insurance/Annuity Products","Funds Transfer","3"
"2017 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","Insurance/Annuity Products","Other","1"
"2017 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","Insurance/Annuity Products","Personal/Business Check","1"
"2017 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","Insurance/Annuity Products","[Total]","5"
"2017 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","Prepaid Access","Funds Transfer","1"
"2017 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","Prepaid Access","[Total]","1"
"2017 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","[Total]","[Total]","7"
"2017 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Other","Insurance/Annuity Products","Personal/Business Check","1"
"2017 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Other","Insurance/Annuity Products","[Total]","1"
"2017 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Other","[Total]","[Total]","1"
"2017 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","[Total]","[Total]","[Total]","29"
"2017 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","[Total]","[Total]","[Total]","[Total]","29"
"2017 ","Ohio","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","Insurance/Annuity Products","Funds Transfer","1"
"2017 ","Ohio","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","3"
"2017 ","Ohio","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","Insurance/Annuity Products","[Total]","4"
"2017 ","Ohio","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","[Total]","[Total]","4"
"2017 ","Ohio","Insurance Company","Suspicious Termination of Policy or Contract","IRS","No Relationship to Institution","Insurance/Annuity Products","Personal/Business Check","1"
"2017 ","Ohio","Insurance Company","Suspicious Termination of Policy or Contract","IRS","No Relationship to Institution","Insurance/Annuity Products","[Total]","1"
"2017 ","Ohio","Insurance Company","Suspicious Termination of Policy or Contract","IRS","No Relationship to Institution","[Total]","[Total]","1"
"2017 ","Ohio","Insurance Company","Suspicious Termination of Policy or Contract","IRS","[Total]","[Total]","[Total]","5"
"2017 ","Ohio","Insurance Company","Suspicious Termination of Policy or Contract","[Total]","[Total]","[Total]","[Total]","5"
"2017 ","Ohio","Insurance Company","Unclear or No Insurable Interest","IRS","Agent","Insurance/Annuity Products","Funds Transfer","1"
"2017 ","Ohio","Insurance Company","Unclear or No Insurable Interest","IRS","Agent","Insurance/Annuity Products","Other","1"
"2017 ","Ohio","Insurance Company","Unclear or No Insurable Interest","IRS","Agent","Insurance/Annuity Products","Personal/Business Check","1"
"2017 ","Ohio","Insurance Company","Unclear or No Insurable Interest","IRS","Agent","Insurance/Annuity Products","[Total]","3"
"2017 ","Ohio","Insurance Company","Unclear or No Insurable Interest","IRS","Agent","[Total]","[Total]","3"
"2017 ","Ohio","Insurance Company","Unclear or No Insurable Interest","IRS","Customer","Insurance/Annuity Products","Other","1"
"2017 ","Ohio","Insurance Company","Unclear or No Insurable Interest","IRS","Customer","Insurance/Annuity Products","U.S. Currency","1"
"2017 ","Ohio","Insurance Company","Unclear or No Insurable Interest","IRS","Customer","Insurance/Annuity Products","[Total]","2"
"2017 ","Ohio","Insurance Company","Unclear or No Insurable Interest","IRS","Customer","[Total]","[Total]","2"
